iteration,time,train_accuracy,train_precision,train_recall,train_specificity,train_auc,train_f1,test_accuracy,test_precision,test_recall,test_specificity,test_auc,test_f1
1,2.6648459434509277,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
2,2.810830593109131,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
3,2.9754638671875,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
4,3.154000997543335,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
5,3.345219373703003,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
6,3.5317444801330566,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
7,3.7299671173095703,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
8,3.9463624954223633,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
9,4.227501153945923,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
10,4.426212310791016,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
11,4.608213901519775,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
12,4.792514085769653,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
13,4.9789879322052,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
14,5.163609743118286,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
15,5.345034837722778,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
16,5.534093141555786,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
17,5.7271788120269775,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
18,5.916228294372559,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
19,6.101338624954224,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
20,6.284444332122803,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
21,6.471768140792847,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
22,6.663067817687988,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
23,6.914333820343018,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
24,7.107650995254517,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
25,7.284053087234497,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
26,7.472488641738892,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
27,7.669101238250732,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
28,7.853611707687378,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
29,8.034343481063843,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
30,8.204766750335693,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
31,8.39152717590332,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
32,8.573081970214844,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
33,8.76663088798523,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
34,8.949716806411743,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
35,9.134877443313599,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
36,9.31658673286438,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
37,9.50019359588623,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
38,9.68500566482544,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
39,9.869254112243652,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
40,10.053910732269287,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
41,10.23433542251587,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
42,10.422827959060669,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
43,10.60503077507019,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
44,10.787906646728516,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
45,10.969444036483765,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
46,11.154223442077637,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
47,11.336356401443481,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
48,11.520816802978516,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
49,11.724223375320435,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
50,11.91316843032837,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
51,12.096055269241333,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
52,12.274224042892456,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
53,12.465187788009644,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
54,12.69869613647461,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
55,12.88392949104309,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
56,13.067893266677856,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
57,13.244103193283081,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
58,13.432661771774292,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
59,13.630270004272461,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
60,13.815473318099976,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
61,14.000059604644775,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
62,14.18812370300293,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
63,14.383806943893433,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
64,14.564135551452637,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
65,14.752472400665283,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
66,14.938050985336304,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
67,15.120750188827515,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
68,15.364244937896729,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
69,15.541631937026978,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
70,15.726176261901855,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
71,15.905181884765625,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
72,16.0841805934906,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
73,16.267968893051147,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
74,16.44895911216736,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
75,16.63009262084961,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
76,16.81235671043396,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
77,16.991081953048706,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
78,17.172744274139404,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
79,17.35244345664978,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
80,17.536238193511963,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
81,17.71487593650818,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
82,17.895010948181152,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
83,18.070291996002197,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
84,18.24412965774536,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
85,18.43250060081482,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
86,18.611671686172485,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
87,18.79209566116333,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
88,18.973992586135864,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
89,19.150847673416138,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
90,19.330858945846558,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
91,19.512238025665283,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
92,19.695719957351685,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
93,19.87072205543518,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
94,20.04833698272705,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
95,20.22565245628357,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
96,20.3938992023468,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
97,20.584293842315674,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
98,20.766409635543823,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
99,20.95850110054016,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
100,21.13779592514038,0.999425,0.98989898989899,0.8166666666666667,0.9999749247743229,0.9921209722918757,0.8949771689497716,0.99925,0.9591836734693877,0.7833333333333333,0.9998996990972919,0.9961275493146106,0.8623853211009175
